Blue_ADC,Blue_Support,Red_ADC,Red_Support,Bot_Gold_Diff_10,matchID,Blue_Win
Caitlyn,Janna,Ezreal,Lux,-189,EUW1_6878387952,1
Kalista,Braum,Zeri,Pyke,368,EUW1_6877831562,1
KogMaw,Janna,Twitch,Bard,641,EUW1_6877799774,0
Jhin,Karma,KogMaw,Lulu,1166,EUW1_6877783539,1
Hwei,Pantheon,Caitlyn,Janna,-505,EUW1_6877727283,0
Jinx,Janna,Lucian,Senna,-363,EUW1_6874837040,1
Jinx,Janna,Kaisa,Pyke,-265,EUW1_6874795263,1
Draven,Rell,Vayne,Trundle,2753,EUW1_6874739074,0
Smolder,Rell,Kaisa,Nautilus,742,EUW1_6874667982,1
Jinx,Bard,Janna,Yuumi,4350,EUW1_6874607937,1
Jhin,Hwei,Twitch,Rakan,-1290,EUW1_6872182856,0
Zeri,Lulu,Jinx,Ashe,1033,EUW1_6872036090,1
Xayah,Senna,Jinx,Zyra,2955,EUW1_6871981377,1
Kaisa,Camille,Nilah,Pyke,-397,EUW1_6870889031,0
Jinx,Thresh,Jhin,Karma,-776,EUW1_6870872256,1
Jinx,Nautilus,Twitch,Taric,210,EUW1_6870794314,1
Nilah,Alistar,Varus,Blitzcrank,142,EUW1_6870694464,0
Jinx,Lulu,Tristana,Nami,-957,EUW1_6880318943,0
Varus,Pyke,Caitlyn,Janna,-628,EUW1_6879975543,0
Ashe,Janna,Zeri,Zilean,1602,EUW1_6879889569,0
Kaisa,Pyke,Ezreal,Karma,1939,EUW1_6879742861,1
Lucian,Lux,Draven,Maokai,-2292,EUW1_6879671250,0
Varus,Rakan,Jinx,Braum,-338,EUW1_6879063234,0
Ashe,Milio,Varus,Senna,-1434,EUW1_6879000263,1
Zeri,Lulu,Xayah,Lux,-3292,EUW1_6878962563,0
Kaisa,Bard,KogMaw,Leona,-321,EUW1_6878778786,0
Caitlyn,Velkoz,Xayah,Lulu,2065,EUW1_6878740645,1
Twitch,Lulu,Jinx,Soraka,517,EUW1_6878690176,0
Ezreal,Elise,Kaisa,Janna,182,EUW1_6878557454,0
Aphelios,Bard,Jinx,Rakan,1316,EUW1_6878292996,0
Vayne,Pyke,Xayah,Rakan,1201,EUW1_6878226310,1
Karthus,Jhin,Yasuo,Taric,-917,EUW1_6878193405,0
Zeri,Alistar,Jinx,Soraka,749,EUW1_6877829797,1
KogMaw,Galio,Tristana,Blitzcrank,-101,EUW1_6877689051,0
Yasuo,Orianna,Jinx,Thresh,1541,EUW1_6877297380,0
Senna,Pyke,Ezreal,Blitzcrank,-99,EUW1_6877025724,1
Jhin,Shaco,Lucian,Rengar,-878,EUW1_6875572149,1
Nilah,Thresh,Xayah,Nami,643,EUW1_6871400940,0
Vayne,Bard,Lucian,Nami,386,EUW1_6870927373,1
Twitch,Camille,Zeri,Senna,508,EUW1_6870917083,0
Kaisa,Pyke,Ezreal,Zac,407,EUW1_6870892375,0
Kaisa,Seraphine,KogMaw,Janna,1274,EUW1_6870872266,1
Zeri,Lulu,Kaisa,Brand,1332,EUW1_6870857838,1
Jinx,Milio,Varus,Orianna,518,EUW1_6870834525,1
Aphelios,Milio,Jinx,Blitzcrank,-1981,EUW1_6870078365,0
Jinx,Rakan,Xayah,Blitzcrank,98,EUW1_6870028179,1
Zeri,Pyke,Samira,Thresh,-495,EUW1_6869263923,0
Zeri,Soraka,Aphelios,Karma,-2339,EUW1_6869247907,0
Yasuo,Soraka,Jinx,Zilean,1381,EUW1_6869229804,1
Jhin,Xerath,Jinx,Milio,484,EUW1_6869138240,0
Samira,Pantheon,Kalista,Poppy,-1730,EUW1_6869111151,0
Jinx,Thresh,Kaisa,Maokai,1976,EUW1_6869077414,1
Yasuo,Nautilus,Zeri,Braum,-1162,EUW1_6869030893,1
Lucian,Neeko,Twitch,Janna,1045,EUW1_6868985289,0
Jinx,Rakan,TwistedFate,Milio,-2720,EUW1_6881612632,0
Ziggs,Janna,Jinx,Nami,464,EUW1_6881553019,0
Xayah,Rakan,Lucian,Braum,598,EUW1_6881190955,1
Zeri,Braum,Aphelios,Blitzcrank,-225,EUW1_6881127780,0
Jinx,Janna,Caitlyn,Bard,1027,EUW1_6880744203,1
Lucian,Braum,Sivir,Janna,3212,EUW1_6880727062,1
Zeri,Rakan,Vayne,Nautilus,1126,EUW1_6880709687,1
Jhin,Leblanc,Zeri,Bard,674,EUW1_6880675764,1
Zeri,Camille,Kaisa,Janna,2074,EUW1_6880638070,1
Vayne,Janna,Draven,Nautilus,-1156,EUW1_6880576727,0
Twitch,Pantheon,Jinx,Soraka,184,EUW1_6880513356,0
Xayah,Alistar,Twitch,Rell,-122,EUW1_6880456574,0
Jinx,Rakan,KogMaw,Nautilus,481,EUW1_6880386426,1
Zeri,Velkoz,Vayne,Senna,1297,EUW1_6880342687,1
Ezreal,Zilean,Twitch,Karma,93,EUW1_6880206407,1
Ezreal,Rakan,Zeri,Lux,98,EUW1_6880125693,1
Nilah,Thresh,Varus,Taric,320,EUW1_6876685334,0
Twitch,Brand,Ashe,Nami,-479,EUW1_6875860707,0
Caitlyn,Rakan,Vayne,Taric,-1742,EUW1_6883583568,1
Vayne,Taric,Ashe,Nautilus,-1845,EUW1_6883548126,0
Taric,Taliyah,Zeri,Soraka,-2647,EUW1_6877258071,1
Ashe,Sona,Draven,Taric,233,EUW1_6875874207,0
Kaisa,Taric,TwistedFate,Janna,-1291,EUW1_6875838925,0
Kaisa,Rakan,Kalista,Taric,2230,EUW1_6869219800,0
Smolder,Rell,Vayne,Taric,-171,EUW1_6869162685,0
Draven,Taric,KogMaw,Janna,1682,EUW1_6869106227,1
Caitlyn,Rumble,Draven,Taric,-1274,EUW1_6867573057,1
Twitch,Lulu,Jinx,Taric,-310,EUW1_6867554868,0
Lucian,Senna,Ashe,Taric,236,EUW1_6867526306,1
Jinx,Taric,Ziggs,Thresh,-517,EUW1_6867502881,0
Ezreal,Ashe,Samira,Taric,349,EUW1_6864492952,1
Ashe,Taric,KogMaw,Thresh,-247,EUW1_6864467977,1
Xayah,Rakan,Smolder,Taric,1169,EUW1_6864447668,0
Lucian,Taric,Twitch,Sett,-3,EUW1_6864401217,1
Yasuo,Taric,Jinx,Sett,91,EUW1_6864364797,0
Caitlyn,Lux,Zeri,Taric,691,EUW1_6859136640,0
Ashe,Chogath,Samira,Taric,-1866,EUW1_6857763424,0
Zeri,Karma,Twitch,Zilean,-2823,EUW1_6883530139,0
Samira,Nautilus,Draven,Taric,109,EUW1_6883507177,0
Zeri,Yuumi,Smolder,TahmKench,1614,EUW1_6883341343,1
Jhin,Bard,Vayne,Thresh,655,EUW1_6883284737,0
Aphelios,Janna,Jinx,Karma,921,EUW1_6883220031,1
Jinx,Lulu,Samira,Maokai,2355,EUW1_6882814252,1
Zeri,Thresh,Draven,Nautilus,485,EUW1_6882610881,1
Jinx,Rumble,Kaisa,Pyke,-2107,EUW1_6882583762,0
Zeri,Taric,TahmKench,Senna,-4,EUW1_6882555860,0
Draven,Braum,Ezreal,Thresh,-42,EUW1_6882517279,1
Ezreal,Janna,Kaisa,Nautilus,244,EUW1_6882282268,1
Taliyah,Pyke,Sivir,Rakan,383,EUW1_6882260455,0
Aphelios,Thresh,Jinx,Rumble,-1313,EUW1_6882241279,0
Ezreal,Pyke,Draven,Milio,-1108,EUW1_6882203455,1
Zeri,Janna,Karthus,Sona,-1876,EUW1_6882175400,0
Jinx,Rakan,Kaisa,Blitzcrank,-545,EUW1_6882168609,0
Vayne,Leona,TwistedFate,Sylas,1600,EUW1_6882145554,1
Caitlyn,Lux,Kaisa,Ashe,1355,EUW1_6881970340,0
Ezreal,Janna,Ashe,Nautilus,-916,EUW1_6881918361,0
Jinx,Soraka,Twitch,Yuumi,-1981,EUW1_6881855130,0
Ezreal,Blitzcrank,Kaisa,Taric,-705,EUW1_6883727568,1
Ashe,Janna,Caitlyn,Thresh,787,EUW1_6883716706,0
Ezreal,Lux,Vayne,Nami,1830,EUW1_6882987149,1
Smolder,Janna,Ezreal,Sona,1753,EUW1_6882893565,0
Jinx,Milio,Tristana,Shaco,-2642,EUW1_6882836332,1
Lucian,Nami,Draven,Thresh,-1202,EUW1_6882474419,0
Jinx,Lulu,Kaisa,Neeko,494,EUW1_6882470468,1
Samira,Maokai,Ezreal,Neeko,-1126,EUW1_6882394494,0
Xayah,Xerath,Samira,Nautilus,821,EUW1_6882379628,1
Jinx,Lulu,Tristana,Seraphine,-2476,EUW1_6882355138,1
Ashe,Rakan,Twitch,Lulu,122,EUW1_6881575077,0
Caitlyn,Blitzcrank,Kaisa,Pyke,-2296,EUW1_6881492704,1
Tristana,Janna,Jinx,Lulu,-425,EUW1_6881438048,1
Kaisa,Blitzcrank,Draven,Rakan,-471,EUW1_6881374018,1
Ezreal,Lux,Aphelios,Lulu,1697,EUW1_6881102531,0
Twitch,Lulu,Kaisa,Rell,-690,EUW1_6881014232,1
Aphelios,Janna,Draven,Soraka,-819,EUW1_6876207207,1
Jinx,Nautilus,Ashe,Soraka,1260,EUW1_6876164837,1
Zeri,Seraphine,Jinx,Soraka,58,EUW1_6875945967,0
Kaisa,Soraka,Jhin,Ashe,-3233,EUW1_6873624917,1
Swain,Yuumi,Jinx,Janna,1164,EUW1_6873590923,0
Kaisa,Sona,Zeri,Nami,-640,EUW1_6873174777,0
Samira,Soraka,Zeri,Blitzcrank,1648,EUW1_6873027797,1
Ezreal,Janna,Jinx,Soraka,218,EUW1_6872019684,0
Jinx,Soraka,Kaisa,Blitzcrank,-1395,EUW1_6871664452,1
Jinx,Janna,Twitch,Sona,-50,EUW1_6871473738,0
Zeri,Yuumi,Ashe,Bard,224,EUW1_6871337758,1
Jinx,Janna,Caitlyn,Yuumi,-133,EUW1_6870880818,0
Twitch,Soraka,Ashe,Rell,-331,EUW1_6870808532,1
Kaisa,Nautilus,Ezreal,Soraka,-51,EUW1_6870770048,1
Caitlyn,Yuumi,Jhin,Bard,566,EUW1_6870708617,0
Jinx,Soraka,Caitlyn,Janna,-2971,EUW1_6870638947,0
Ashe,Seraphine,Twitch,Yuumi,-890,EUW1_6870557977,1
Kaisa,Camille,Zeri,Yuumi,2370,EUW1_6870507287,1
Zeri,Milio,Ezreal,Zilean,1576,EUW1_6883503346,0
Zeri,Ezreal,Jinx,Camille,79,EUW1_6883462919,1
Draven,Alistar,Twitch,Braum,-1510,EUW1_6883407859,0
Zeri,Karma,Jinx,Morgana,-412,EUW1_6883350649,1
Kaisa,Maokai,Twitch,Lulu,555,EUW1_6881877813,0
Ezreal,Karma,Smolder,Rakan,1167,EUW1_6881784536,1
Lucian,Braum,Aphelios,Karma,-1457,EUW1_6881475044,0
Jinx,Alistar,Ezreal,Janna,-3098,EUW1_6881105345,0
Rengar,Brand,Ezreal,Braum,-1877,EUW1_6880666751,0
Jinx,Rakan,Twitch,Taric,-1476,EUW1_6879749151,0
Ashe,Milio,Aphelios,Zilean,2030,EUW1_6883669003,1
Zeri,Zilean,Aphelios,Ashe,-2608,EUW1_6883658385,0
Kaisa,Braum,Jinx,Nautilus,4076,EUW1_6883653757,1
Kaisa,Leona,Ashe,Rumble,-1184,EUW1_6883605301,1
Kaisa,Leona,Lucian,Nami,-1294,EUW1_6883593581,0
Kaisa,Pyke,Vayne,Soraka,-361,EUW1_6883545424,0
Ashe,Janna,Aphelios,Thresh,-576,EUW1_6869185268,1
Jinx,Sett,KogMaw,Lulu,-1019,EUW1_6868917771,0
Tristana,Shaco,KogMaw,Lulu,2551,EUW1_6868866689,1
Twitch,Velkoz,Kaisa,Pyke,-430,EUW1_6877661603,1
Nilah,Soraka,Ezreal,Zyra,1148,EUW1_6879415392,1
Ezreal,Zyra,Hwei,Janna,393,EUW1_6879406795,0
Jinx,Thresh,Zeri,Nautilus,394,EUW1_6878810293,0
KogMaw,Thresh,Tristana,Janna,243,EUW1_6878767865,0
Kennen,Blitzcrank,Samira,Pyke,-764,EUW1_6878728622,0
Vayne,Janna,Ziggs,Ashe,-1014,EUW1_6878673701,1
Lucian,Milio,KogMaw,Lulu,-2451,EUW1_6878630612,0
Jinx,Senna,KogMaw,Thresh,-2736,EUW1_6878239563,0
Jhin,Chogath,Nilah,Janna,145,EUW1_6878200388,0
Draven,Camille,Zeri,Lulu,2498,EUW1_6878169190,0
Zeri,Blitzcrank,Ezreal,Rumble,636,EUW1_6877967492,1
Draven,Karma,Caitlyn,Nautilus,-1586,EUW1_6877949990,0
Jhin,Rakan,Kaisa,Zyra,-266,EUW1_6875070718,0
Varus,Janna,Zeri,Camille,-2542,EUW1_6875054177,0
Draven,Senna,Kaisa,Hwei,442,EUW1_6875045102,0
Jinx,Renata,Zeri,Rell,-1084,EUW1_6872386003,0
Ezreal,Camille,Twitch,Zyra,-1780,EUW1_6872367112,0
Velkoz,Urgot,KogMaw,Pyke,-1105,EUW1_6872319371,0
Jinx,Lulu,Zeri,Nautilus,126,EUW1_6872319750,0
Karthus,Janna,Zeri,Rakan,17,EUW1_6872307793,0
Xayah,Annie,Kaisa,Leona,-1323,EUW1_6877221666,0
Jhin,Bard,Ezreal,Lux,-1898,EUW1_6870843167,1
Twitch,Renata,Zeri,Xerath,-2422,EUW1_6870003642,0
Twitch,Nami,Jinx,Lulu,837,EUW1_6869923138,0
Aphelios,Bard,Lucian,Nami,-177,EUW1_6869648322,1
Twitch,Lulu,Jhin,Bard,424,EUW1_6867362160,0
Smolder,Janna,Ezreal,Shaco,-809,EUW1_6850508385,1
Kaisa,Pantheon,Smolder,Janna,-185,EUW1_6850482153,0
Varus,Lulu,Twitch,Braum,-573,EUW1_6850458555,0
Yasuo,Blitzcrank,Smolder,Janna,986,EUW1_6850400042,1
Swain,Karma,Tristana,Zilean,1067,EUW1_6849953554,0
Twitch,Rakan,Samira,JarvanIV,-2698,EUW1_6849907352,0
Smolder,Rell,Samira,Alistar,-1742,EUW1_6849870381,0
Xerath,Alistar,Ezreal,Maokai,902,EUW1_6849820001,1
Vayne,Nami,Samira,Maokai,1297,EUW1_6849192054,1
Kaisa,Nautilus,Twitch,Lulu,665,EUW1_6848523507,1
Aphelios,Yuumi,Ziggs,Pantheon,-991,EUW1_6883537262,0
Sivir,Pyke,Zeri,Rell,1209,EUW1_6883481240,1
Zeri,Janna,Vayne,Alistar,281,EUW1_6882229225,1
Veigar,Alistar,Jinx,Thresh,-470,EUW1_6882178259,1
Kaisa,Nami,Zeri,Lulu,-352,EUW1_6874544226,1
Hwei,Maokai,Jinx,Milio,1378,EUW1_6874264014,1
Ezreal,Leona,Kaisa,Taric,1010,EUW1_6874212439,0
Twitch,Poppy,Smolder,Milio,-1268,EUW1_6869059887,0
Jinx,Twitch,MissFortune,Janna,2138,EUW1_6868990052,1
Sivir,Janna,Ezreal,Ashe,-1862,EUW1_6863144651,0
Ezreal,Senna,MissFortune,Rakan,-2119,EUW1_6863121727,1
Tristana,Renata,Jinx,Maokai,1530,EUW1_6883138516,1
Caitlyn,Nautilus,Draven,Braum,-2931,EUW1_6883074745,0
Kaisa,Pyke,Draven,Nautilus,-1898,EUW1_6883029068,0
Jinx,Thresh,Zeri,Pantheon,1309,EUW1_6882976914,1
Jinx,Lulu,Twitch,Swain,1334,EUW1_6882917955,1
Ashe,Janna,Ezreal,Karma,896,EUW1_6882338775,1
Jinx,Nautilus,Ashe,Braum,1067,EUW1_6882283664,0
Yasuo,Janna,Kaisa,Thresh,182,EUW1_6882266151,0
Zeri,Pyke,Kaisa,Sona,927,EUW1_6882248086,1
Kaisa,Alistar,Lucian,Janna,-3208,EUW1_6882201606,0
Jinx,Alistar,Kaisa,Pyke,-1212,EUW1_6882165937,0
Lucian,Milio,Vayne,Rakan,1144,EUW1_6881796051,1
Ezreal,Karma,Jinx,Seraphine,2121,EUW1_6881734324,1
Twitch,Milio,Jinx,Renata,687,EUW1_6881518292,0
Jinx,Nami,Twitch,Seraphine,-1818,EUW1_6880565256,1
Ezreal,Seraphine,Ziggs,Shaco,-124,EUW1_6880506647,1
Kaisa,Pyke,Ezreal,Seraphine,-1824,EUW1_6880358936,1
Ezreal,Seraphine,Caitlyn,Ashe,1917,EUW1_6880314944,1
Samira,Rell,Jinx,Thresh,1460,EUW1_6873713245,0
KogMaw,Senna,Twitch,Soraka,-187,EUW1_6873700236,1
KogMaw,Pantheon,Zeri,Rakan,-179,EUW1_6873680085,1
Twitch,Zilean,Kaisa,Seraphine,880,EUW1_6873664279,1
Ezreal,Kindred,Ashe,Soraka,-104,EUW1_6873655514,0
Jhin,Zyra,Caitlyn,Rell,1594,EUW1_6873622448,1
Anivia,Thresh,Jinx,Soraka,1402,EUW1_6873607129,1
Zeri,Janna,Jhin,Xerath,-695,EUW1_6873564982,0
KogMaw,FiddleSticks,Seraphine,Senna,-1738,EUW1_6873519854,1
Caitlyn,Janna,Jinx,Braum,2392,EUW1_6873468025,0
Seraphine,Senna,Lucian,Blitzcrank,241,EUW1_6873385513,0
Jinx,Rakan,Caitlyn,Blitzcrank,-405,EUW1_6873169472,0
Twitch,Lulu,Kalista,Neeko,-511,EUW1_6873118488,0
Zeri,Shaco,Kaisa,Senna,-273,EUW1_6873062494,0
Twitch,Maokai,Zeri,Soraka,1114,EUW1_6872329400,1
Jinx,Twitch,Ezreal,Braum,1225,EUW1_6872335533,1
Jinx,Morgana,Twitch,Zilean,-542,EUW1_6872316158,1
Draven,Janna,Vayne,Soraka,-2107,EUW1_6872315472,1
Kaisa,Senna,Ezreal,Zilean,1232,EUW1_6872298593,1
Twitch,Senna,Ezreal,Soraka,604,EUW1_6872282627,0
Tristana,Blitzcrank,Lucian,Milio,2121,EUW1_6882207573,1
Draven,Leona,Kaisa,Blitzcrank,206,EUW1_6882170173,0
Jinx,Ashe,Zeri,Lulu,1786,EUW1_6879136559,1
Caitlyn,Sona,Ashe,Lulu,-1318,EUW1_6878344623,0
Kaisa,Alistar,Brand,Nami,-375,EUW1_6878276748,1
Twitch,Thresh,Cassiopeia,Senna,-897,EUW1_6878183357,0
Nilah,Milio,Lucian,Nami,-233,EUW1_6878090509,0
Vayne,Janna,Lucian,Nami,414,EUW1_6876754632,1
Sivir,Janna,Ashe,Blitzcrank,2561,EUW1_6876622061,0
Draven,Pyke,Jinx,Braum,492,EUW1_6871477385,0
Jinx,Nami,Twitch,Renata,141,EUW1_6871436974,0
Caitlyn,Sylas,Jinx,Braum,-433,EUW1_6881265716,0
Kaisa,Nautilus,Zeri,Velkoz,1896,EUW1_6881214669,1
Draven,Leona,Twitch,Ivern,-688,EUW1_6881160292,0
Ezreal,Soraka,Jhin,Bard,1205,EUW1_6881075243,0
Draven,Nautilus,Tristana,Karma,1697,EUW1_6881021836,1
Varus,Shen,Vayne,Thresh,-379,EUW1_6879529386,0
Kaisa,Senna,Nilah,Rell,-1949,EUW1_6879497232,0
Jinx,Milio,Kaisa,Bard,688,EUW1_6879469059,0
Ezreal,Milio,Caitlyn,Thresh,-894,EUW1_6879154015,0
Kaisa,Lulu,Samira,Taric,1312,EUW1_6879104933,0
MissFortune,Alistar,Kaisa,Camille,900,EUW1_6879026679,1
Xayah,Nautilus,Sivir,Pyke,467,EUW1_6878940312,0
Vayne,Pyke,Ezreal,Maokai,-1895,EUW1_6878373379,0
Zeri,Yuumi,Kaisa,Maokai,-929,EUW1_6878330955,1
Zeri,Janna,Kaisa,Nami,-1110,EUW1_6878270894,0
Twitch,Milio,Caitlyn,Lux,394,EUW1_6878199273,1
Caitlyn,Lux,Ashe,Milio,919,EUW1_6878130496,1
Kaisa,Shen,Jhin,Zilean,143,EUW1_6878076729,0
Twitch,Brand,Jinx,Thresh,-388,EUW1_6878032407,1
Ezreal,Soraka,Jinx,Nautilus,164,EUW1_6883202235,0
KogMaw,Sona,Twitch,Lulu,-3090,EUW1_6883147222,0
Twitch,Leona,Ashe,Blitzcrank,1786,EUW1_6883019045,0
Nilah,Thresh,Twitch,Lulu,-422,EUW1_6882974795,0
Twitch,Lulu,Lucian,Bard,-1117,EUW1_6881800195,0
Vayne,Swain,Twitch,Shaco,-1977,EUW1_6881721775,0
Zeri,Milio,Twitch,Zilean,-433,EUW1_6880966611,1
Brand,Nami,Jinx,Milio,1651,EUW1_6880933466,0
Ashe,Rakan,Sivir,Bard,406,EUW1_6880905581,1
Jinx,Pyke,Twitch,Sona,88,EUW1_6880878258,1
Jinx,Lulu,Kaisa,Janna,-645,EUW1_6880425331,0
Ashe,Milio,Ezreal,Sona,-124,EUW1_6879580278,0
Ezreal,Brand,Jinx,Lulu,932,EUW1_6879558169,1
Ashe,Blitzcrank,Zeri,Alistar,-1316,EUW1_6879527472,0
Ziggs,Ashe,Kaisa,Maokai,-463,EUW1_6877034248,0
Twitch,Shaco,MissFortune,Rell,-384,EUW1_6876605037,1
Twitch,Pyke,Jhin,Thresh,2128,EUW1_6876555312,1
Zeri,Bard,Draven,Nami,-635,EUW1_6876540630,0
Ezreal,Lissandra,Jinx,Renata,-920,EUW1_6881348748,0
Kaisa,Rumble,Xayah,Teemo,-1034,EUW1_6881121320,0
Draven,Lissandra,Jinx,Thresh,2436,EUW1_6881040296,0
Jhin,Senna,Zeri,Janna,2156,EUW1_6880957504,1
Jinx,Morgana,Caitlyn,Lux,-2610,EUW1_6880879342,0
Zeri,Lissandra,Vayne,Milio,739,EUW1_6880597506,0
Twitch,Galio,Jinx,Blitzcrank,339,EUW1_6880038502,1
Jinx,Janna,Aphelios,Karma,-609,EUW1_6877086856,0
Jinx,Renata,Xayah,Zac,335,EUW1_6874662519,1
Jinx,Poppy,Vayne,Camille,-814,EUW1_6874512012,0
Zeri,Leona,Xayah,Blitzcrank,2004,EUW1_6874458478,0
Kalista,Zac,Tristana,Renata,170,EUW1_6874395742,1
Kaisa,Taric,Zeri,Nautilus,-875,EUW1_6873408139,0
Vayne,Lissandra,Kaisa,Zac,148,EUW1_6873336409,1
Zeri,Blitzcrank,Smolder,Lulu,198,EUW1_6873082730,1
Ashe,Bard,Ezreal,Morgana,1171,EUW1_6873051507,1
Kaisa,Camille,Senna,Poppy,404,EUW1_6872907777,1
Samira,Nautilus,Draven,Taric,-1832,EUW1_6872847223,1
Ezreal,Janna,Zeri,Blitzcrank,-210,EUW1_6872186167,1
Ashe,Braum,Jhin,Blitzcrank,-719,EUW1_6872128949,0
Aphelios,Taric,Xayah,Rakan,-1117,EUW1_6882813913,1
Lucian,Braum,Aphelios,Camille,-1408,EUW1_6882260442,0
Ezreal,Velkoz,Ashe,Seraphine,-857,EUW1_6882250783,1
Kaisa,Ashe,Zeri,Yuumi,-1368,EUW1_6882225969,0
Zeri,Nautilus,Jinx,Zyra,-869,EUW1_6879275247,0
Varus,FiddleSticks,Ashe,Janna,394,EUW1_6878062978,0
Lucian,Pantheon,Kaisa,Rakan,141,EUW1_6878037012,0
Zed,Hwei,Ezreal,Lulu,-1382,EUW1_6876459702,0
MissFortune,Seraphine,Jhin,Rell,-59,EUW1_6873806293,1
Draven,Nautilus,Twitch,Lulu,2182,EUW1_6872101326,1
Jinx,Lulu,Draven,Janna,217,EUW1_6870894167,0
Zeri,Milio,Lucian,Seraphine,-641,EUW1_6870838717,0
Zeri,Rakan,Smolder,Maokai,-588,EUW1_6870798030,1
Vayne,Rakan,Jhin,Poppy,-969,EUW1_6869392940,0
Lucian,Milio,Twitch,Lulu,743,EUW1_6863302648,1
Jhin,Velkoz,Ashe,Milio,-256,EUW1_6863091544,0
Jhin,Janna,Sivir,Braum,355,EUW1_6863052545,1
Kaisa,Rakan,Ezreal,Neeko,-1153,EUW1_6883773555,0
Kaisa,Poppy,Jinx,Janna,1374,EUW1_6883749101,0
Ashe,Swain,Vayne,Janna,996,EUW1_6881605179,1
Twitch,Sona,Lucian,Milio,1925,EUW1_6881047614,1
Nilah,Rumble,Zeri,Nami,2577,EUW1_6881014815,0
MissFortune,Bard,Ezreal,Lulu,-2033,EUW1_6880968087,1
Jinx,Milio,Kaisa,Zilean,547,EUW1_6880173995,1
Caitlyn,Thresh,Lucian,Lulu,858,EUW1_6876559617,0
Kaisa,Nautilus,AurelionSol,Braum,-52,EUW1_6876537902,0
Draven,Nautilus,Jinx,Braum,490,EUW1_6876527568,0
Zeri,Senna,Twitch,Seraphine,-792,EUW1_6876113648,0
Kaisa,Maokai,Jinx,Braum,-168,EUW1_6876604001,0
Jinx,Thresh,Lucian,Maokai,-651,EUW1_6876571342,0
Vayne,Rakan,Jinx,Janna,-1765,EUW1_6876555744,0
Jinx,Janna,Tristana,Rakan,-1528,EUW1_6876534591,0
Twitch,Lulu,Ashe,Swain,-593,EUW1_6876509480,1
Jinx,Nami,Twitch,Lulu,-1680,EUW1_6876485040,0
Kaisa,Pyke,Ezreal,Karma,786,EUW1_6875946352,1
Jinx,Milio,Varus,Janna,1495,EUW1_6875825982,1
Jinx,Milio,Caitlyn,Senna,752,EUW1_6875750255,1
Aphelios,Karma,Sivir,Janna,-171,EUW1_6875725625,0
Kaisa,Rakan,Lucian,Milio,-86,EUW1_6875677884,1
Jhin,Thresh,Lucian,Brand,355,EUW1_6875634987,1
Kaisa,Janna,Ezreal,Talon,-159,EUW1_6875462054,1
Ashe,Neeko,Jhin,Thresh,734,EUW1_6875203956,1
Jinx,Janna,Zeri,Braum,-929,EUW1_6875111746,0
Twitch,Camille,Ezreal,Nami,-166,EUW1_6874609265,0
Ashe,Lissandra,Kaisa,Bard,1592,EUW1_6874569631,1
Ezreal,Nautilus,KogMaw,Lulu,-530,EUW1_6874486990,1
Jinx,Nami,Tristana,Milio,422,EUW1_6874276464,1
Jinx,Braum,Aphelios,Alistar,-113,EUW1_6874134768,1
Draven,Pyke,Swain,Blitzcrank,1386,EUW1_6882999613,0
Jinx,Milio,Jhin,Pyke,-2414,EUW1_6882927431,0
Ziggs,Senna,Zeri,Blitzcrank,-1446,EUW1_6882867358,1
Jinx,Lulu,Zeri,Thresh,-641,EUW1_6882818103,0
Jinx,Lulu,Varus,Renata,81,EUW1_6882777139,1
Sivir,Karma,Zeri,Alistar,-592,EUW1_6882706242,1
Zeri,Braum,Twitch,Nautilus,1285,EUW1_6882674011,0
Twitch,Nami,Vayne,Blitzcrank,332,EUW1_6882630077,1
KogMaw,Milio,Jinx,Zac,679,EUW1_6882024137,1
Jhin,Sona,Aphelios,Thresh,127,EUW1_6881701306,1
Twitch,Blitzcrank,Zeri,Milio,-478,EUW1_6881622308,0
Ashe,Blitzcrank,Twitch,Janna,960,EUW1_6881562799,0
Twitch,Janna,Jinx,Rakan,-65,EUW1_6881508686,0
Jinx,Lulu,Aphelios,Swain,-347,EUW1_6881351252,1
MissFortune,Braum,Karthus,Rakan,-26,EUW1_6881288075,0
Xayah,Rakan,Seraphine,Blitzcrank,-149,EUW1_6881248816,1
Draven,Leona,Caitlyn,Zyra,1718,EUW1_6881210705,0
Sivir,Nami,Zeri,Blitzcrank,-2163,EUW1_6881137172,0
Smolder,Blitzcrank,Kaisa,Nautilus,1458,EUW1_6881093792,1
Ezreal,Nautilus,Jinx,Lulu,134,EUW1_6880294558,1
Samira,Sona,Ezreal,Bard,-1053,EUW1_6874602559,0
Jinx,Milio,Tristana,Blitzcrank,279,EUW1_6873281346,1
Sivir,Braum,Jinx,Morgana,-8,EUW1_6871800992,0
Jinx,Taric,Twitch,Nami,1923,EUW1_6870535310,1
Draven,Nami,Jhin,Janna,318,EUW1_6870146068,0
Jinx,Braum,KogMaw,Milio,-1217,EUW1_6870075198,0
Ezreal,Bard,Nilah,Zyra,233,EUW1_6869733454,1
Lucian,Nami,Kaisa,Nautilus,-205,EUW1_6869683703,0
Draven,Sona,Ziggs,Zilean,1002,EUW1_6869641451,0
Nilah,Lux,Jinx,Maokai,2405,EUW1_6869411930,0
Jinx,Leona,Lucian,Zilean,2245,EUW1_6869392582,1
